go,1000000,1000,40,1,1,0.145576
go,1000000,1000,38,1,1,0.134315
go,1000000,1000,36,1,1,0.145782
go,1000000,1000,34,1,1,0.153727
go,1000000,1000,32,1,1,0.164106
go,1000000,1000,30,1,1,0.169334
go,1000000,1000,28,1,1,0.192524
go,1000000,1000,26,1,1,0.165088
go,1000000,1000,24,1,1,0.183872
go,1000000,1000,22,1,1,0.198424
go,1000000,1000,20,1,1,0.210787
go,1000000,1000,18,1,1,0.230978
go,1000000,1000,16,1,1,0.248640
go,1000000,1000,14,1,1,0.278379
go,1000000,1000,12,1,1,0.320400
go,1000000,1000,10,1,1,0.373181
go,1000000,1000,8,1,1,0.429666
go,1000000,1000,6,1,1,0.582863
go,1000000,1000,4,1,1,0.725138
go,1000000,1000,2,1,1,0.493708
heat2,1000000,1000,40,1.0,1.0,3.540210008621216,0
heat2,1000000,1000,38,1.0,1.0,3.7708377838134766,0
heat2,1000000,1000,36,1.0,1.0,3.543562173843384,0
heat2,1000000,1000,34,1.0,1.0,3.0784823894500732,0
heat2,1000000,1000,32,1.0,1.0,3.1388494968414307,0
heat2,1000000,1000,30,1.0,1.0,3.386164665222168,0
heat2,1000000,1000,28,1.0,1.0,3.3587450981140137,0
heat2,1000000,1000,26,1.0,1.0,3.098543167114258,0
heat2,1000000,1000,24,1.0,1.0,2.7721855640411377,0
heat2,1000000,1000,22,1.0,1.0,2.6275153160095215,0
heat2,1000000,1000,20,1.0,1.0,2.352375030517578,0
heat2,1000000,1000,18,1.0,1.0,2.1888251304626465,0
heat2,1000000,1000,16,1.0,1.0,1.9511213302612305,0
heat2,1000000,1000,14,1.0,1.0,1.5806407928466797,0
heat2,1000000,1000,12,1.0,1.0,1.4030063152313232,0
heat2,1000000,1000,10,1.0,1.0,1.2416565418243408,0
heat2,1000000,1000,8,1.0,1.0,0.9690349102020264,0
heat2,1000000,1000,6,1.0,1.0,1.592292070388794,0
heat2,1000000,1000,4,1.0,1.0,0.5117611885070801,0
heat2,1000000,1000,2,1.0,1.0,4.213695526123047,0
swift,1000000,1000,40,1.0,1.0,1.0720270872116089
swift,1000000,1000,38,1.0,1.0,0.984157919883728
swift,1000000,1000,36,1.0,1.0,0.941675066947937
swift,1000000,1000,34,1.0,1.0,0.8961730003356934
swift,1000000,1000,30,1.0,1.0,0.8106240034103394
swift,1000000,1000,28,1.0,1.0,0.7667759656906128
swift,1000000,1000,26,1.0,1.0,0.7576000690460205
swift,1000000,1000,24,1.0,1.0,0.6927249431610107
swift,1000000,1000,22,1.0,1.0,0.5951099395751953
swift,1000000,1000,20,1.0,1.0,0.551145076751709
swift,1000000,1000,18,1.0,1.0,0.4891369342803955
swift,1000000,1000,16,1.0,1.0,0.47159504890441895
swift,1000000,1000,14,1.0,1.0,0.46142101287841797
swift,1000000,1000,12,1.0,1.0,0.4566810131072998
swift,1000000,1000,10,1.0,1.0,0.4690150022506714
swift,1000000,1000,8,1.0,1.0,0.5030859708786011
swift,1000000,1000,6,1.0,1.0,0.5912140607833862
swift,1000000,1000,4,1.0,1.0,0.8606380224227905
swift,1000000,1000,2,1.0,1.0,1.7427148818969727
rust,1000000,1000,40,1,1,0.021828647
rust,1000000,1000,38,1,1,0.02132656
rust,1000000,1000,36,1,1,0.021690286
rust,1000000,1000,34,1,1,0.022212973
rust,1000000,1000,32,1,1,0.023253157
rust,1000000,1000,30,1,1,0.023474404
rust,1000000,1000,28,1,1,0.024610318
rust,1000000,1000,26,1,1,0.025425668
rust,1000000,1000,24,1,1,0.026868431
rust,1000000,1000,22,1,1,0.029511561
rust,1000000,1000,20,1,1,0.031837271
rust,1000000,1000,18,1,1,0.032448274
rust,1000000,1000,16,1,1,0.03623347
rust,1000000,1000,14,1,1,0.039043655
rust,1000000,1000,12,1,1,0.043504486
rust,1000000,1000,10,1,1,0.052544702
rust,1000000,1000,8,1,1,0.061152451
rust,1000000,1000,6,1,1,0.079172398
rust,1000000,1000,4,1,1,0.119832585
rust,1000000,1000,2,1,1,0.220321253
chapel,1000000,1000,40,1.0,1.0,0.031134,0
chapel,1000000,1000,38,1.0,1.0,0.029788,0
chapel,1000000,1000,36,1.0,1.0,0.030221,0
chapel,1000000,1000,34,1.0,1.0,0.02975,0
chapel,1000000,1000,32,1.0,1.0,0.031573,0
chapel,1000000,1000,30,1.0,1.0,0.028463,0
chapel,1000000,1000,28,1.0,1.0,0.032584,0
chapel,1000000,1000,26,1.0,1.0,0.036863,0
chapel,1000000,1000,24,1.0,1.0,0.034896,0
chapel,1000000,1000,22,1.0,1.0,0.034782,0
chapel,1000000,1000,20,1.0,1.0,0.036856,0
chapel,1000000,1000,18,1.0,1.0,0.035538,0
chapel,1000000,1000,16,1.0,1.0,0.036743,0
chapel,1000000,1000,14,1.0,1.0,0.036064,0
chapel,1000000,1000,12,1.0,1.0,0.038581,0
chapel,1000000,1000,10,1.0,1.0,0.039628,0
chapel,1000000,1000,8,1.0,1.0,0.047594,0
chapel,1000000,1000,6,1.0,1.0,0.053349,0
chapel,1000000,1000,4,1.0,1.0,0.084417,0
chapel,1000000,1000,2,1.0,1.0,0.137429,0
cxx,1000000,1000,40,1,1,0.018829,0
cxx,1000000,1000,38,1,1,0.0196301,0
cxx,1000000,1000,36,1,1,0.019301,0
cxx,1000000,1000,34,1,1,0.0199645,0
cxx,1000000,1000,32,1,1,0.0206292,0
cxx,1000000,1000,30,1,1,0.0216981,0
cxx,1000000,1000,28,1,1,0.0226576,0
cxx,1000000,1000,26,1,1,0.0231267,0
cxx,1000000,1000,24,1,1,0.0254262,0
cxx,1000000,1000,22,1,1,0.0268696,0
cxx,1000000,1000,20,1,1,0.0283497,0
cxx,1000000,1000,18,1,1,0.0310683,0
cxx,1000000,1000,16,1,1,0.0335966,0
cxx,1000000,1000,14,1,1,0.0374071,0
cxx,1000000,1000,12,1,1,0.0434893,0
cxx,1000000,1000,10,1,1,0.0511982,0
cxx,1000000,1000,8,1,1,0.0637081,0
cxx,1000000,1000,6,1,1,0.0827681,0
cxx,1000000,1000,4,1,1,0.122047,0
cxx,1000000,1000,2,1,1,0.240998,0
hpx,1000000,1000,40,1,1,0.0118605,0
hpx,1000000,1000,38,1,1,0.0132943,0
hpx,1000000,1000,36,1,1,0.0140091,0
hpx,1000000,1000,34,1,1,0.0153377,0
hpx,1000000,1000,32,1,1,0.0164511,0
hpx,1000000,1000,30,1,1,0.019067,0
hpx,1000000,1000,28,1,1,0.0213155,0
hpx,1000000,1000,26,1,1,0.0217603,0
hpx,1000000,1000,24,1,1,0.0233002,0
hpx,1000000,1000,22,1,1,0.0240742,0
hpx,1000000,1000,20,1,1,0.0278052,0
hpx,1000000,1000,18,1,1,0.0262646,0
hpx,1000000,1000,16,1,1,0.0277469,0
hpx,1000000,1000,14,1,1,0.0304086,0
hpx,1000000,1000,12,1,1,0.0319892,0
hpx,1000000,1000,10,1,1,0.0356817,0
hpx,1000000,1000,8,1,1,0.0428414,0
hpx,1000000,1000,6,1,1,0.0552164,0
hpx,1000000,1000,4,1,1,0.12017,0
hpx,1000000,1000,2,1,1,0.241577,0
